год;время_года;климат;страна;город;способ_охлаждения;режим_при_смешанном_типе_охлаждения;способ_обогрева;оценка_комфорта;пол;рост;вес;возраст;возраст_кат;утепление;ощущение_температуры;ощущение_температуры_(bool);предпочтительное_изменение_температуры;ощущение_движения_воздуха_(bool);предпочтительное_изменение_движения_воздуха;пресказанная_температура_помещения;температура_воздуха_в_помещении;температура_воздуха_на_улице;среднемесячная_температура_на_улице;скорость_воздуха;rh;rh_кат;занавески;вентилятор;окно;двери;отопление;количество_рекламаций;количество_рекламаций_кат;температура_удовлетворительная_%
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;35.0;молодой возраст;0.38;-1.0;-1;Теплее;1;Без изменений;25.125;23.5;24.1;22.0;0.1;59.3;норма;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.44;0.0;1;Без изменений;1;Без изменений;24.475;23.1;24.1;22.0;0.08;61.9;более_60;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.39;3.0;-1;Холоднее;-1;Больше;26.099;23.9;24.1;22.0;0.21;63.6;более_60;0;0;1;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.5;1.0;-1;Холоднее;1;Без изменений;24.191;25.1;24.1;22.0;0.06;56.5;норма;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;35.0;молодой возраст;0.37;0.0;1;Без изменений;1;Без изменений;24.055;23.0;24.1;22.0;0.11;65.5;более_60;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;25.0;молодой возраст;0.56;0.0;1;Без изменений;1;Без изменений;23.793;24.8;24.1;22.0;0.08;73.6;более_60;0;0;1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;55.0;средний возраст;0.86;0.0;1;Без изменений;1;Без изменений;24.229;25.0;24.1;22.0;0.18;39.2;менее_40;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.67;-0.0;1;Теплее;1;Без изменений;23.603;24.1;24.1;22.0;0.07;73.1;более_60;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;65.0;пожилой возраст;0.5;0.0;1;Без изменений;1;Без изменений;25.659;25.2;24.1;22.0;0.15;28.3;менее_40;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.39;3.0;-1;Холоднее;-1;Больше;25.681;24.4;24.1;22.0;0.26;69.0;более_60;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;65.0;пожилой возраст;0.78;0.0;1;Без изменений;-1;Меньше;24.108;25.2;24.1;22.0;0.13;32.1;менее_40;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.37;2.0;-1;Холоднее;-1;Больше;24.808;24.1;24.1;22.0;0.16;74.2;более_60;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.39;2.0;-1;Холоднее;-1;Больше;24.928;24.3;24.1;22.0;0.23;59.9;норма;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;55.0;средний возраст;0.38;0.0;1;Без изменений;1;Без изменений;23.857;24.6;24.1;22.0;0.07;54.6;норма;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;65.0;пожилой возраст;0.47;0.0;1;Без изменений;1;Без изменений;25.317;24.6;24.1;22.0;0.11;38.4;менее_40;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;35.0;молодой возраст;0.43;0.0;1;Без изменений;1;Без изменений;23.588;25.3;24.1;22.0;0.1;73.0;более_60;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;55.0;средний возраст;0.59;1.0;1;Без изменений;1;Без изменений;25.014;23.3;24.1;22.0;0.13;40.2;норма;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.69;1.0;1;Холоднее;-1;Больше;23.018;23.6;24.1;22.0;0.08;61.8;более_60;0;0;-1;-1;0;3;много;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;55.0;средний возраст;0.39;0.0;1;Без изменений;1;Без изменений;24.542;24.2;24.1;22.0;0.05;62.6;более_60;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.41;0.0;1;Без изменений;1;Без изменений;24.615;24.7;24.1;22.0;0.07;56.3;норма;0;0;1;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;55.0;средний возраст;0.53;-0.0;1;Теплее;-1;Меньше;23.617;24.4;24.1;22.0;0.1;59.0;норма;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.43;1.0;-1;Холоднее;-1;Больше;24.602;25.1;24.1;22.0;0.11;71.7;более_60;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;35.0;молодой возраст;0.39;0.0;-1;Холоднее;-1;Больше;24.15;24.4;24.1;22.0;0.1;70.2;более_60;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;35.0;молодой возраст;0.41;0.0;1;Без изменений;1;Без изменений;23.59;24.2;24.1;22.0;0.08;73.5;более_60;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;35.0;молодой возраст;0.42;1.0;1;Холоднее;1;Без изменений;24.08;24.6;24.1;22.0;0.09;54.7;норма;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;45.0;средний возраст;0.39;3.0;-1;Холоднее;-1;Больше;25.61;24.8;24.1;22.0;0.16;51.7;норма;0;0;0;0;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;35.0;молодой возраст;0.41;1.0;1;Холоднее;1;Без изменений;25.037;24.4;24.1;22.0;0.06;59.3;норма;0;0;1;1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Женский;165.1;65.0;55.0;средний возраст;0.4;-1.0;1;Теплее;1;Без изменений;24.354;23.1;24.1;22.0;0.09;61.9;более_60;0;0;-1;-1;0;0;мало;56.2
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.43;1.0;1;Без изменений;1;Без изменений;25.659;25.7;24.1;22.0;0.14;60.7;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;3.0;-1;Холоднее;-1;Больше;25.957;25.7;24.1;22.0;0.12;64.1;более_60;0;0;1;1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.52;1.0;1;Без изменений;1;Без изменений;24.571;24.7;24.1;22.0;0.09;58.0;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.349;24.6;24.1;22.0;0.07;76.6;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.839;24.2;24.1;22.0;0.07;62.5;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.43;0.0;1;Без изменений;1;Без изменений;24.441;22.6;24.1;22.0;0.11;66.8;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.41;0.0;1;Без изменений;1;Без изменений;24.557;25.0;24.1;22.0;0.08;73.1;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;1.0;1;Холоднее;1;Без изменений;25.115;22.7;24.1;22.0;0.12;47.8;норма;0;0;0;1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.41;1.0;1;Холоднее;1;Без изменений;24.421;24.5;24.1;22.0;0.09;60.3;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.55;0.0;1;Без изменений;1;Без изменений;23.536;24.1;24.1;22.0;0.06;62.6;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.092;24.2;24.1;22.0;0.12;74.8;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;25.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.154;24.7;24.1;22.0;0.1;58.5;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.55;0.0;1;Без изменений;1;Без изменений;23.829;24.3;24.1;22.0;0.08;58.6;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.485;24.3;24.1;22.0;0.08;60.0;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.4;2.0;-1;Холоднее;-1;Больше;24.362;24.2;24.1;22.0;0.12;53.3;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.934;23.0;24.1;22.0;0.11;62.2;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.85;24.2;24.1;22.0;0.08;62.8;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.596;24.6;24.1;22.0;0.08;70.1;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.282;24.5;24.1;22.0;0.11;71.5;более_60;0;0;1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;65.0;пожилой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.45;25.0;24.1;22.0;0.06;73.1;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;1.0;-1;Холоднее;-1;Больше;25.004;24.4;24.1;22.0;0.04;64.1;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;1.0;1;Без изменений;1;Без изменений;25.188;24.2;24.1;22.0;0.16;59.5;норма;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;1.0;1;Без изменений;1;Без изменений;25.235;25.2;24.1;22.0;0.1;54.5;норма;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.122;24.3;24.1;22.0;0.09;72.1;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.41;1.0;1;Без изменений;1;Без изменений;24.869;24.7;24.1;22.0;0.07;58.0;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.41;1.0;1;Без изменений;1;Без изменений;24.507;24.5;24.1;22.0;0.08;52.5;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;25.0;молодой возраст;0.52;1.0;1;Без изменений;-1;Больше;23.52;22.8;24.1;22.0;0.08;59.0;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.43;0.0;1;Без изменений;1;Без изменений;24.5;24.0;24.1;22.0;0.09;63.9;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.41;1.0;1;Холоднее;1;Больше;24.632;25.2;24.1;22.0;0.05;67.4;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.58;0.0;1;Без изменений;1;Без изменений;23.574;23.5;24.1;22.0;0.1;57.6;норма;0;0;0;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;1.0;1;Без изменений;1;Без изменений;24.373;24.2;24.1;22.0;0.1;53.1;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.59;-1.0;1;Теплее;-1;Меньше;23.695;23.6;24.1;22.0;0.1;54.3;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.4;1.0;-1;Холоднее;1;Без изменений;25.027;24.4;24.1;22.0;0.05;71.8;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;1.0;1;Без изменений;-1;Больше;24.329;25.2;24.1;22.0;0.06;69.7;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.41;0.0;1;Без изменений;1;Без изменений;24.605;24.8;24.1;22.0;0.07;71.1;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.41;1.0;-1;Холоднее;1;Без изменений;25.136;24.7;24.1;22.0;0.08;56.3;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;65.0;пожилой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.898;24.9;24.1;22.0;0.08;61.4;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;1.0;1;Холоднее;-1;Больше;24.272;24.3;24.1;22.0;0.1;62.4;более_60;0;0;-1;1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;1.0;1;Холоднее;1;Без изменений;24.395;25.4;24.1;22.0;0.08;59.2;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.5;1.0;-1;Холоднее;-1;Больше;24.695;25.4;24.1;22.0;0.11;64.0;более_60;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.482;24.4;24.1;22.0;0.11;59.3;норма;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.506;25.2;24.1;22.0;0.08;72.7;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.4;1.0;-1;Холоднее;-1;Больше;24.211;24.4;24.1;22.0;0.13;58.2;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;-0.0;1;Без изменений;1;Без изменений;24.361;24.5;24.1;22.0;0.11;71.7;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.279;24.6;24.1;22.0;0.11;55.5;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.41;2.0;-1;Холоднее;1;Без изменений;24.747;25.4;24.1;22.0;0.07;50.4;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.471;25.0;24.1;22.0;0.07;73.1;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;1.0;1;Без изменений;1;Без изменений;24.38;24.1;24.1;22.0;0.11;66.8;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.41;1.0;1;Без изменений;1;Без изменений;24.368;24.8;24.1;22.0;0.08;69.8;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.5;0.0;1;Без изменений;1;Без изменений;23.517;24.5;24.1;22.0;0.06;54.3;норма;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;-1;Больше;23.637;24.1;24.1;22.0;0.12;55.6;норма;0;0;0;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;1.0;1;Без изменений;1;Без изменений;25.246;25.1;24.1;22.0;0.11;54.8;норма;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.928;25.7;24.1;22.0;0.12;60.4;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.43;0.0;1;Без изменений;1;Без изменений;23.529;24.8;24.1;22.0;0.06;73.5;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.876;23.1;24.1;22.0;0.12;61.9;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;1.0;-1;Холоднее;-1;Больше;24.963;25.4;24.1;22.0;0.11;56.2;норма;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;1.0;1;Без изменений;1;Без изменений;25.194;25.4;24.1;22.0;0.12;70.2;более_60;0;0;1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.821;25.2;24.1;22.0;0.05;61.8;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;24.177;25.5;24.1;22.0;0.07;56.0;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.43;3.0;1;Холоднее;1;Без изменений;24.653;24.5;24.1;22.0;0.07;59.9;норма;0;0;-1;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;1.0;1;Холоднее;-1;Больше;24.259;24.0;24.1;22.0;0.07;57.3;норма;0;0;0;1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.43;0.0;1;Без изменений;1;Без изменений;24.18;24.6;24.1;22.0;0.08;59.2;норма;0;0;0;0;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;35.0;молодой возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.728;24.1;24.1;22.0;0.09;66.9;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;55.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.853;23.1;24.1;22.0;0.08;62.7;более_60;0;0;-1;-1;0;0;мало;78.0
2010;Лето;Cубтропический океанический;Австралия;Сидней;Кондиционирование;Кондиционирование;Механическое отопление;;Мужской;165.1;65.0;45.0;средний возраст;0.46;0.0;1;Без изменений;1;Без изменений;23.919;24.4;24.1;22.0;0.07;60.2;более_60;0;0;-1;-1;0;0;мало;78.0
